Accuracy,Recall,Precision,f1-score,ROC-AUC
0.7589709762532981,0.7575230474865194,0.6583522297808012,0.7044645745713362,0.7586892678724703
0.7604881266490765,0.8022264741694207,0.6490289895862651,0.7175418125243095,0.768608721092786
0.7201846965699208,0.6350669681683772,0.6300258843830888,0.6325363825363826,0.7036242289572094
0.767018469656992,0.785701861193251,0.662608185418806,0.7189240808530957,0.7706535020555565
0.7563324538258576,0.785180031309793,0.6473540800229457,0.7096368495519573,0.7619450257494667
